student_id,programa,semestre,edad,genero,horas_estudio_semana,horas_sueno_noche,tiempo_desplazamiento_min,medio_transporte,nivel_estres,satisfaccion_academica,dias_ejercicio_semana,horas_sociales_semana,uso_ia_generativa,confianza_programando,area_interes_datos,modalidad_preferida,promedio_acumulado,fecha_encuesta
E0519,Psicología,2,20,Hombre,17.3,7.8,43,Carro,5,3,1,15.8,Nunca,2,IA y ML,Híbrida,3.56,2026-08-14
E0520,Ciencia de Datos,4,21,Hombre,8.7,6.2,27,Caminando,3,3,3,15.2,Frecuentemente,5,No estoy seguro,Presencial,3.79,2026-08-15
E0521,Ingeniería de Sistemas,5,19,Hombre,22.8,6.9,56,Caminando,5,4,6,9.0,A veces,3,No estoy seguro,Presencial,3.73,2026-08-12
E0522,Diseño,4,18,Mujer,15.3,7.4,84,Bus,3,4,2,5.8,Nunca,4,No estoy seguro,Presencial,3.45,2026-08-06
E0523,Ingeniería de Sistemas,3,21,Mujer,14.6,6.5,79,Bus,5,4,0,9.0,A veces,3,IA y ML,Presencial,3.91,2026-08-05
E0524,Ciencia de Datos,4,20,Mujer,4.5,5.8,83,TransMilenio,3,4,2,10.8,Todos los días,3,IA y ML,Híbrida,3.64,2026-08-13
E0525,Administración,3,19,Hombre,9.8,6.0,41,Bus,4,4,2,6.4,Nunca,5,Visualización,Presencial,3.47,2026-08-16
E0526,Administración,2,18,Hombre,95.0,7.2,80,Caminando,4,3,3,11.0,Todos los días,2,No estoy seguro,Presencial,3.16,2026-08-11
E0527,Psicología,1,19,Hombre,18.0,8.2,68,TransMilenio,4,5,3,12.8,A veces,4,IA y ML,Presencial,3.73,2026-08-05
E0528,Ingeniería Industrial,7,18,Mujer,21.3,6.1,45,Bicicleta,4,4,2,9.7,A veces,2,Analítica de negocio,Presencial,2.9,2026-08-19
E0529,Administración,3,19,Mujer,14.3,6.0,16,TransMilenio,4,4,3,6.2,A veces,3,No estoy seguro,Híbrida,2.75,2026-08-17
E0530,Ingeniería Industrial,5,19,Hombre,21.5,7.9,,Bus,5,5,2,8.9,A veces,3,IA y ML,Presencial,3.9,2026-08-01
E0531,Ingeniería Industrial,5,21,Mujer,20.8,5.0,26,Carro,5,3,2,6.8,Todos los días,4,No estoy seguro,Presencial,3.62,2026-08-14
E0532,Ingeniería Industrial,3,20,Hombre,18.6,4.2,53,Bus,5,4,1,11.3,Frecuentemente,2,No estoy seguro,Virtual,3.7,2026-08-15
E0533,Ingeniería Industrial,5,20,Hombre,18.9,6.7,45,TransMilenio,4,4,0,7.1,A veces,4,Visualización,Presencial,3.28,2026-08-15
E0534,Ingeniería de Sistemas,3,18,Hombre,5.9,7.3,47,TransMilenio,4,4,6,7.8,Frecuentemente,4,Ingeniería de datos,Híbrida,3.48,2026-08-18
E0535,Psicología,7,21,Mujer,20.3,6.4,62,Bus,4,3,1,7.8,A veces,3,Visualización,Presencial,3.87,2026-08-14
E0536,Economía,1,18,Mujer,7.3,5.9,56,TransMilenio,4,3,5,11.9,Frecuentemente,1,IA y ML,Presencial,3.74,2026-08-07
E0537,Economía,6,23,Mujer,15.6,5.9,28,Bus,5,4,0,4.3,Todos los días,3,Ingeniería de datos,Presencial,3.42,2026-08-05
E0538,Ingeniería Industrial,3,17,Hombre,26.6,5.3,48,TransMilenio,5,4,1,15.4,Frecuentemente,4,Ciencia social computacional,Presencial,4.01,2026-08-15
E0539,Ciencia de Datos,7,23,Mujer,18.5,8.8,78,TransMilenio,4,3,3,11.2,Nunca,4,Ingeniería de datos,Híbrida,3.45,2026-08-13
E0540,Ciencia de Datos,5,21,Hombre,24.9,7.1,58,TransMilenio,5,4,4,4.6,A veces,3,,Presencial,3.54,2026-08-13
E0541,Ingeniería de Sistemas,6,23,Hombre,18.2,7.4,58,TransMilenio,3,3,1,12.4,Frecuentemente,4,Visualización,Presencial,3.84,2026-08-11
E0542,Economía,3,21,Mujer,19.6,8.2,42,Bus,5,4,4,6.1,Frecuentemente,4,Visualización,Presencial,3.61,2026-08-08
E0543,Ingeniería de Sistemas,4,21,Hombre,15.4,7.5,5,Bicicleta,4,5,5,5.8,A veces,4,Visualización,Presencial,3.52,2026-08-12
E0544,Ingeniería Industrial,6,21,Hombre,24.3,8.0,12,Bus,4,5,2,6.4,A veces,3,Analítica de negocio,Presencial,4.73,2026-08-19
E0545,Administración,6,21,Hombre,23.3,8.9,5,Caminando,2,4,0,0,Frecuentemente,3,IA y ML,Presencial,4.16,2026-08-14
E0546,Psicología,3,20,Hombre,18.8,6.4,1,TransMilenio,4,3,3,4.6,A veces,5,IA y ML,Presencial,3.54,2026-08-17
E0547,Psicología,2,18,Mujer,11.9,8.5,60,TransMilenio,3,4,3,7.0,Frecuentemente,4,IA y ML,Presencial,3.46,2026-08-17
E0548,Economía,5,21,Mujer,14.3,6.5,144,TransMilenio,4,4,3,12.6,A veces,3,Analítica de negocio,Virtual,3.01,2026-08-04
E0549,Diseño,6,21,Mujer,8.3,7.5,57,Bicicleta,3,4,5,9.6,A veces,3,No estoy seguro,Presencial,3.7,2026-08-14
E0550,Ciencia de Datos,7,20,Hombre,18.3,6.5,28,Bus,2,5,0,11.0,Nunca,4,IA y ML,Híbrida,3.5,2026-08-08
E0551,Economía,2,21,Hombre,15.5,6.7,60,Carro,4,3,3,0.6,Nunca,2,IA y ML,Virtual,3.8,2026-08-10
E0552,Economía,5,20,Mujer,7.3,5.9,35,Bicicleta,4,3,0,4.2,A veces,4,IA y ML,Presencial,2.97,2026-08-01
E0553,Administración,3,19,Mujer,21.8,8.4,31,TransMilenio,4,5,3,1.1,A veces,4,Visualización,Presencial,3.77,2026-08-09
E0554,Administración,7,21,Hombre,9.8,5.6,,TransMilenio,5,3,4,13.6,Frecuentemente,2,Ingeniería de datos,Virtual,3.24,2026-08-16
E0555,Ingeniería Industrial,4,22,Hombre,6.6,7.3,66,TransMilenio,4,3,4,13.8,Frecuentemente,3,Analítica de negocio,Híbrida,3.25,2026-08-15
E0556,Ingeniería Industrial,5,23,Hombre,16.9,6.0,51,Bicicleta,4,4,2,5.1,Frecuentemente,2,,Presencial,3.86,2026-08-10
E0557,Psicología,7,24,Hombre,27.0,6.5,71,Bus,5,3,2,6.1,Frecuentemente,1,Visualización,Híbrida,3.66,2026-08-06
E0558,Ingeniería Industrial,4,20,Hombre,10.8,6.6,70,Bicicleta,5,3,5,12.9,Frecuentemente,1,No estoy seguro,Presencial,3.88,2026-08-09
E0559,Ciencia de Datos,4,20,Hombre,8.1,5.8,74,Bicicleta,4,2,6,5.8,A veces,3,Analítica de negocio,Presencial,3.32,2026-08-17
E0560,Administración,5,22,Hombre,24.3,6.6,36,Caminando,5,3,1,10.5,Nunca,3,No estoy seguro,Presencial,4.02,2026-08-16
E0561,Ciencia de Datos,5,24,Hombre,10.2,8.4,82,Bus,2,4,0,7.0,Frecuentemente,3,IA y ML,Presencial,4.02,2026-08-01
E0562,Ingeniería Industrial,5,25,Mujer,13.0,6.8,42,Caminando,4,4,0,4.6,Todos los días,2,IA y ML,Presencial,3.43,2026-08-04
E0563,Economía,9,21,Hombre,27.5,6.9,70,TransMilenio,5,4,6,4.6,Todos los días,4,IA y ML,Presencial,3.77,2026-08-20
E0564,Administración,2,20,Prefiere no responder,12.7,8.1,40,Carro,4,4,4,7.1,Nunca,4,Ingeniería de datos,Presencial,3.61,2026-08-10
E0565,Administración,5,20,Hombre,27.0,7.1,65,Bus,5,4,2,3.9,A veces,3,IA y ML,Presencial,3.48,2026-08-04
E0566,Diseño,4,22,Mujer,15.8,6.6,56,TransMilenio,4,4,3,0,Frecuentemente,1,IA y ML,Presencial,3.06,2026-08-02
E0567,Ciencia de Datos,5,22,Mujer,12.8,7.9,53,Carro,4,4,3,10.8,Frecuentemente,4,Visualización,Híbrida,3.07,2026-08-08
E0568,Ingeniería de Sistemas,7,22,Hombre,24.7,7.2,37,Caminando,4,5,4,10.4,A veces,5,IA y ML,Híbrida,3.56,2026-08-17
E0569,Ingeniería Industrial,4,19,Mujer,17.6,6.4,95,Carro,4,4,3,7.1,A veces,3,Analítica de negocio,Híbrida,3.7,2026-08-20
E0570,Ingeniería de Sistemas,5,23,Mujer,18.1,7.0,79,Carro,3,4,6,9.8,Todos los días,5,Analítica de negocio,Híbrida,3.32,2026-08-09
E0571,Administración,1,17,Mujer,15.9,6.1,11,Bicicleta,5,4,3,2.9,Frecuentemente,4,No estoy seguro,Híbrida,2.95,2026-08-19
E0572,Administración,4,20,Mujer,30.3,7.5,51,Caminando,4,5,2,22.7,Frecuentemente,2,IA y ML,Presencial,4.19,2026-08-09
E0573,Economía,5,18,Hombre,22.6,7.7,43,TransMilenio,5,3,3,0,Frecuentemente,3,No estoy seguro,Presencial,4.31,2026-08-09
E0574,Diseño,5,17,Mujer,13.2,6.8,101,TransMilenio,4,4,4,15.4,Frecuentemente,3,IA y ML,Presencial,3.9,2026-08-15
E0575,Economía,7,23,Mujer,18.8,6.1,50,Caminando,5,3,5,4.8,Nunca,2,Analítica de negocio,Presencial,3.43,2026-08-12
E0576,Administración,5,21,mujer,15.6,6.8,58,Carro,3,5,4,6.2,Todos los días,3,Analítica de negocio,Presencial,3.62,2026-08-05
E0577,Diseño,6,22,Hombre,9.0,6.7,15,Bus,4,4,6,14.5,A veces,3,No estoy seguro,Presencial,4.01,2026-08-08
E0578,Economía,6,24,Hombre,18.5,6.4,49,Caminando,5,3,1,3.7,A veces,3,No estoy seguro,Presencial,3.82,2026-08-12
E0579,Ingeniería Industrial,2,24,Hombre,1.2,7.7,42,Carro,3,5,4,5.6,Frecuentemente,3,IA y ML,Híbrida,4.08,2026-08-08
E0580,Administración,3,18,Mujer,95.0,6.9,75,TransMilenio,5,4,5,7.2,Frecuentemente,3,No estoy seguro,Presencial,2.8,2026-08-04
E0581,Ingeniería de Sistemas,4,18,Mujer,25.3,8.0,55,TransMilenio,4,5,4,4.3,A veces,3,IA y ML,Presencial,3.76,2026-08-11
E0582,Diseño,5,23,Hombre,13.1,7.1,52,Bicicleta,3,5,1,10.9,Todos los días,2,IA y ML,Presencial,3.88,2026-08-19
E0583,Diseño,5,21,Hombre,13.1,6.4,36,Bus,3,3,2,10.2,A veces,2,Analítica de negocio,Presencial,3.8,2026-08-14
E0584,Ingeniería Industrial,2,17,No binario,20.4,9.0,70,Caminando,4,4,2,16.3,A veces,2,Analítica de negocio,Presencial,3.89,2026-08-08
E0585,Diseño,3,24,Prefiere no responder,15.6,4.9,44,TransMilenio,4,4,0,16.7,Todos los días,3,Visualización,Híbrida,3.93,2026-08-01
E0586,Ingeniería Industrial,4,20,Mujer,29.5,,57,Bus,5,3,3,6.8,Todos los días,2,IA y ML,Presencial,3.63,2026-08-04
E0587,Psicología,5,18,Mujer,20.4,7.1,36,Bicicleta,5,4,2,4.6,Nunca,1,IA y ML,Presencial,3.31,2026-08-18
E0588,Economía,4,21,Hombre,15.4,7.4,53,Bus,5,3,3,10.1,Frecuentemente,3,IA y ML,Híbrida,3.19,2026-08-17
E0589,Diseño,4,20,Mujer,12.9,6.7,65,TransMilenio,5,3,4,4.8,Frecuentemente,2,IA y ML,Presencial,3.38,2026-08-16
E0590,Ingeniería de Sistemas,5,19,Hombre,12.1,6.7,71,Moto,5,3,1,9.9,A veces,3,No estoy seguro,Presencial,3.42,2026-08-12
E0591,Economía,3,17,Hombre,17.4,5.9,35,TransMilenio,5,2,2,8.1,Frecuentemente,2,IA y ML,Presencial,3.1,2026-08-13
E0592,Ingeniería Industrial,5,23,Mujer,19.6,,46,Bus,5,5,0,6.2,A veces,4,IA y ML,Presencial,3.38,2026-08-01
E0593,Administración,6,23,Hombre,19.3,5.7,33,Bus,4,4,3,0.4,A veces,2,Ciencia social computacional,Híbrida,3.34,2026-08-08
E0594,Psicología,5,22,Hombre,17.7,7.6,69,Bus,4,4,3,15.0,A veces,3,Ciencia social computacional,Presencial,3.74,2026-08-05
E0595,Administración,7,20,Mujer,11.1,6.8,51,Bicicleta,4,2,2,12.5,A veces,3,Ciencia social computacional,Híbrida,3.47,2026-08-01
E0596,Ingeniería Industrial,2,19,No binario,14.8,6.2,39,Bus,4,4,2,11.4,Frecuentemente,2,No estoy seguro,Híbrida,3.4,2026-08-12
E0597,Administración,3,18,Hombre,24.6,7.2,,TransMilenio,5,4,4,6.7,Frecuentemente,2,IA y ML,Híbrida,3.49,2026-08-13
E0598,Economía,3,17,Hombre,16.8,7.1,100,TransMilenio,4,4,4,11.0,Frecuentemente,3,Ingeniería de datos,Híbrida,3.54,2026-08-16
E0599,Ingeniería de Sistemas,3,22,Mujer,13.6,5.9,,TransMilenio,3,5,4,3.7,A veces,5,Ciencia social computacional,Presencial,2.65,2026-08-02
E0600,Diseño,6,19,Hombre,18.8,8.0,96,Bus,4,4,6,8.0,Todos los días,2,No estoy seguro,Presencial,3.91,2026-08-06
E0601,Ciencia de Datos,3,20,Hombre,13.8,5.8,52,Moto,5,4,1,9.1,Frecuentemente,3,Ciencia social computacional,Presencial,3.13,2026-08-03
E0602,Psicología,4,23,Mujer,16.7,7.7,69,TransMilenio,3,4,5,10.8,Todos los días,3,IA y ML,Presencial,3.68,2026-08-14
E0603,Economía,3,22,Mujer,15.1,8.0,46,TransMilenio,3,4,2,8.3,Frecuentemente,3,Visualización,Híbrida,3.37,2026-08-19
E0604,Economía,7,25,Hombre,17.8,7.3,42,TransMilenio,4,4,5,5.8,A veces,3,IA y ML,Virtual,3.56,2026-08-05
E0605,Ingeniería de Sistemas,1,20,Mujer,10.4,7.0,27,Bus,3,4,3,3.6,Todos los días,3,No estoy seguro,Virtual,4.04,2026-08-05
E0606,Administración,3,18,Hombre,12.9,6.5,19,Bus,4,4,1,11.5,Frecuentemente,3,Visualización,Virtual,3.18,2026-08-07
E0607,Ingeniería de Sistemas,5,24,Mujer,11.2,7.2,76,TransMilenio,4,4,4,13.0,Nunca,3,IA y ML,Presencial,3.9,2026-08-09
E0608,Ingeniería Industrial,5,23,Mujer,20.0,6.6,21,Carro,4,4,3,2.4,Frecuentemente,3,Ingeniería de datos,Presencial,3.72,2026-08-06
E0609,Diseño,5,23,Hombre,24.9,7.3,64,Carro,5,4,3,7.2,Todos los días,2,No estoy seguro,Presencial,3.44,2026-08-19
E0610,Administración,1,19,Hombre,13.8,5.8,73,TransMilenio,5,5,3,10.3,A veces,4,Ingeniería de datos,Presencial,3.41,2026-08-21
E0611,Administración,4,20,Mujer,13.4,7.5,13,Carro,3,4,3,13.9,A veces,3,Visualización,Virtual,3.62,2026-08-07
E0612,Economía,1,16,Hombre,15.9,6.5,92,Moto,5,3,3,4.4,A veces,2,Visualización,Presencial,3.64,2026-08-07
E0613,Ingeniería Industrial,5,26,Mujer,15.3,7.0,36,Bicicleta,4,3,2,7.2,Todos los días,2,Visualización,Presencial,2.56,2026-08-14
E0614,Ingeniería Industrial,1,20,Mujer,4.0,6.6,20,Caminando,4,4,3,5.1,Frecuentemente,3,Ingeniería de datos,Presencial,3.28,2026-08-05
E0615,Ingeniería de Sistemas,3,22,Hombre,19.2,6.4,73,Caminando,5,4,4,3.3,A veces,5,Analítica de negocio,Presencial,2.93,2026-08-15
E0616,Administración,3,18,Mujer,17.2,5.5,83,TransMilenio,4,4,2,5.1,Todos los días,4,No estoy seguro,Presencial,3.02,2026-08-14
E0617,Ingeniería de Sistemas,3,22,Hombre,17.0,7.4,40,Bicicleta,5,2,2,5.8,Frecuentemente,3,Ciencia social computacional,Presencial,3.96,2026-08-05
E0618,Administración,6,21,Mujer,19.4,7.9,98,TransMilenio,5,4,3,9.5,A veces,2,Analítica de negocio,Presencial,2.99,2026-08-12
E0619,Ciencia de Datos,2,19,Mujer,8.9,7.1,32,Caminando,4,4,4,11.9,A veces,3,Analítica de negocio,Presencial,3.68,2026-08-18
E0620,Ciencia de Datos,2,17,Hombre,14.9,7.2,90,Bicicleta,4,4,4,3.2,Frecuentemente,5,IA y ML,Presencial,3.26,2026-08-07
E0621,Ingeniería Industrial,5,22,Mujer,20.3,7.5,37,TransMilenio,3,5,2,4.6,A veces,3,Ciencia social computacional,Presencial,3.63,2026-08-13
E0622,Administración,1,21,Hombre,13.5,6.2,73,Bus,5,3,3,4.4,A veces,2,Ciencia social computacional,Presencial,2.99,2026-08-12
E0623,Administración,3,17,Prefiere no responder,17.9,7.3,10,Caminando,4,4,3,14.1,A veces,2,Visualización,Presencial,3.79,2026-08-15
E0624,Ingeniería Industrial,2,21,Mujer,18.6,8.0,25,TransMilenio,3,5,4,4.0,A veces,2,Analítica de negocio,Presencial,3.74,2026-08-20
E0625,Ciencia de Datos,4,18,Mujer,19.5,7.9,63,Bus,4,5,2,2.8,Todos los días,4,No estoy seguro,Híbrida,3.81,2026-08-02
E0626,Ciencia de Datos,2,19,Prefiere no responder,16.4,5.7,8,Bus,5,3,5,4.9,A veces,5,IA y ML,Presencial,3.44,2026-08-03
E0627,Administración,3,20,Mujer,15.0,7.7,0,TransMilenio,3,4,1,1.8,A veces,3,Ciencia social computacional,Híbrida,3.53,2026-08-20
E0628,Ingeniería de Sistemas,7,23,Mujer,23.8,7.2,99,Carro,4,5,3,2.7,Nunca,4,IA y ML,Presencial,4.15,2026-08-20
E0629,Administración,2,18,Mujer,4.5,,77,Bus,3,4,4,8.4,Frecuentemente,2,Ingeniería de datos,Presencial,4.08,2026-08-03
E0630,Economía,5,20,Mujer,15.6,7.7,49,TransMilenio,3,5,5,9.5,A veces,2,No estoy seguro,Presencial,3.89,2026-08-10
E0631,Ingeniería de Sistemas,2,20,Hombre,19.3,7.8,59,TransMilenio,4,5,3,9.2,Frecuentemente,4,Ingeniería de datos,Presencial,3.17,2026-08-14
E0632,Diseño,6,21,Hombre,27.9,6.1,15,Carro,4,3,1,7.6,A veces,3,No estoy seguro,Presencial,3.38,2026-08-06
E0633,Ingeniería de Sistemas,7,22,Hombre,15.1,5.7,82,Bus,5,3,3,10.6,Frecuentemente,4,Visualización,Presencial,3.01,2026-08-01
E0634,Ingeniería Industrial,3,20,Hombre,22.4,7.6,67,Bicicleta,5,3,0,5.2,Todos los días,3,No estoy seguro,Presencial,3.85,2026-08-07
E0635,Ingeniería Industrial,3,24,Mujer,11.3,7.1,300,Caminando,2,5,2,13.0,A veces,3,No estoy seguro,Presencial,2.76,2026-08-01
E0636,Administración,5,20,Hombre,12.4,6.0,57,Bicicleta,5,3,0,6.3,Frecuentemente,4,Analítica de negocio,Híbrida,3.25,2026-08-02
E0637,Ingeniería Industrial,1,21,Hombre,7.4,8.1,,Bus,3,5,4,7.9,Frecuentemente,4,IA y ML,Presencial,3.25,2026-08-08
E0638,Administración,5,21,Hombre,19.9,8.6,79,Bus,4,5,2,12.3,Frecuentemente,2,Visualización,Híbrida,3.3,2026-08-05
E0639,Ingeniería de Sistemas,8,23,Hombre,19.7,6.0,44,TransMilenio,4,4,0,12.2,A veces,5,Visualización,Híbrida,3.47,2026-08-07
E0640,Economía,5,21,Mujer,18.2,5.0,49,Carro,3,4,5,7.5,Frecuentemente,1,Analítica de negocio,Híbrida,3.44,2026-08-21
E0641,Ciencia de Datos,3,20,Hombre,28.6,7.1,39,TransMilenio,5,3,6,9.2,A veces,2,Analítica de negocio,Híbrida,4.17,2026-08-17
E0642,Diseño,2,19,Mujer,9.0,5.4,3,Bus,4,5,4,4.1,Nunca,3,Visualización,Presencial,2.91,2026-08-06
E0643,Economía,3,19,Hombre,13.8,7.0,25,TransMilenio,3,5,6,16.5,Frecuentemente,3,IA y ML,Presencial,3.17,2026-08-15
E0644,Ciencia de Datos,3,20,Hombre,14.1,7.8,66,Bus,3,4,1,5.6,A veces,5,No estoy seguro,Presencial,3.62,2026-08-15
E0645,Administración,5,24,Hombre,17.3,6.9,53,Bus,3,5,4,0,A veces,2,No estoy seguro,Presencial,3.52,2026-08-10
E0646,Economía,6,24,Mujer,24.6,8.7,,Bus,3,4,3,2.5,Nunca,3,Ingeniería de datos,Híbrida,3.64,2026-08-07
E0647,Administración,4,19,Hombre,13.5,7.9,71,Carro,4,4,2,11.9,Frecuentemente,4,No estoy seguro,Presencial,3.97,2026-08-16
E0648,Economía,8,24,Mujer,11.5,7.7,39,Caminando,3,5,2,11.7,Frecuentemente,2,Analítica de negocio,Presencial,3.65,2026-08-13
E0649,Ciencia de Datos,1,20,Mujer,8.9,7.2,60,Carro,3,4,6,12.7,A veces,4,Visualización,Híbrida,3.59,2026-08-15
E0650,Diseño,1,20,Mujer,15.7,5.5,58,Bus,5,3,1,2.7,Todos los días,2,Visualización,Presencial,3.32,2026-08-04
E0651,Ciencia de Datos,3,22,Mujer,14.0,7.9,60,Moto,3,4,0,12.3,Frecuentemente,3,Visualización,Presencial,3.41,2026-08-09
E0652,Ingeniería de Sistemas,6,23,Mujer,10.9,7.0,0,Bicicleta,3,3,1,13.8,Frecuentemente,4,IA y ML,Presencial,3.75,2026-08-07
E0653,Economía,3,19,Hombre,18.0,7.0,28,Bus,4,5,3,12.2,Nunca,2,Analítica de negocio,Presencial,2.96,2026-08-18
E0654,Ingeniería de Sistemas,4,18,Hombre,12.9,4.6,22,Bicicleta,3,4,3,7.1,Todos los días,1,Ciencia social computacional,Híbrida,2.68,2026-08-14
E0655,Administración,1,20,Prefiere no responder,15.9,7.6,67,Bus,5,4,0,15.8,A veces,2,Analítica de negocio,Presencial,3.44,2026-08-11
E0656,Ingeniería de Sistemas,4,21,Hombre,20.3,6.4,79,Carro,5,3,0,14.3,Todos los días,4,IA y ML,Presencial,3.91,2026-08-01
E0657,Ingeniería de Sistemas,4,20,Mujer,15.2,7.2,96,Carro,3,4,4,11.4,Todos los días,3,Ciencia social computacional,Presencial,4.12,2026-08-04
E0658,Administración,1,18,Hombre,17.3,6.9,25,Bus,4,4,0,13.2,Nunca,4,Ingeniería de datos,Presencial,4.14,2026-08-07
E0659,Ciencia de Datos,1,19,Hombre,11.6,7.5,102,Bus,4,4,4,7.7,Frecuentemente,4,Analítica de negocio,Híbrida,2.99,2026-08-03
E0660,Ingeniería de Sistemas,7,23,Prefiere no responder,15.9,7.9,72,Bus,2,5,2,14.6,A veces,4,Visualización,Presencial,3.9,2026-08-05
E0661,Ciencia de Datos,3,20,Hombre,17.6,8.3,42,Caminando,5,3,3,5.5,Frecuentemente,3,Ingeniería de datos,Presencial,4.06,2026-08-01
E0662,Ingeniería de Sistemas,2,19,Hombre,21.4,6.9,77,Bicicleta,4,5,6,9.9,Todos los días,4,Visualización,Presencial,3.68,2026-08-06
E0663,Ciencia de Datos,3,21,Mujer,28.5,7.9,24,Caminando,4,3,4,8.2,Frecuentemente,3,No estoy seguro,Presencial,3.62,2026-08-20
E0664,Economía,6,23,Hombre,22.2,6.4,240,Carro,5,3,1,2.2,Frecuentemente,2,IA y ML,Presencial,3.92,2026-08-10
E0665,Ingeniería Industrial,7,22,Hombre,9.6,5.9,53,Bus,4,3,1,9.1,Todos los días,2,Analítica de negocio,Presencial,3.36,2026-08-05
E0666,Economía,5,22,Mujer,14.0,7.9,54,Caminando,4,5,5,7.4,Todos los días,2,Analítica de negocio,Híbrida,3.61,2026-08-21
E0667,Administración,5,20,Hombre,17.2,8.5,17,Carro,3,4,2,7.1,A veces,3,Ingeniería de datos,Virtual,3.87,2026-08-15
E0668,Administración,5,23,Mujer,23.5,6.3,77,Carro,5,3,4,7.4,Frecuentemente,4,IA y ML,Presencial,3.26,2026-08-01
E0669,Ciencia de Datos,4,18,Hombre,10.2,6.5,85,Carro,4,3,0,9.3,Frecuentemente,4,Ingeniería de datos,Híbrida,3.46,2026-08-05
E0670,Ingeniería de Sistemas,8,25,Mujer,19.2,9.0,74,Bus,3,5,1,10.7,A veces,3,IA y ML,Presencial,3.52,2026-08-10
E0671,Ingeniería Industrial,4,18,Mujer,16.5,6.4,36,Moto,4,5,2,6.3,A veces,3,Visualización,Presencial,3.32,2026-08-09
E0672,Ciencia de Datos,5,19,Hombre,22.6,6.6,35,TransMilenio,4,4,1,4.5,Frecuentemente,4,IA y ML,Presencial,3.16,2026-08-04
E0673,Ingeniería de Sistemas,3,19,Hombre,15.5,5.5,100,TransMilenio,3,4,1,5.6,A veces,3,Ingeniería de datos,Híbrida,3.17,2026-08-17
E0674,Ciencia de Datos,4,23,Hombre,16.3,5.7,95,Carro,5,2,0,10.5,Todos los días,3,IA y ML,Presencial,3.83,2026-08-17
E0675,Ingeniería Industrial,3,19,Mujer,24.0,7.0,15,TransMilenio,4,3,3,15.6,Frecuentemente,3,,Presencial,3.13,2026-08-13
E0676,Ciencia de Datos,1,22,Hombre,19.7,7.3,59,Moto,4,5,2,2.9,Frecuentemente,3,Ingeniería de datos,Presencial,3.5,2026-08-15
E0677,Economía,1,18,Hombre,6.5,5.8,49,Carro,4,5,3,15.5,Frecuentemente,4,Ingeniería de datos,Híbrida,3.22,2026-08-12
E0678,Ingeniería Industrial,7,24,Hombre,18.8,6.2,,Carro,5,3,0,4.9,Frecuentemente,3,Ciencia social computacional,Presencial,2.88,2026-08-16
E0679,Diseño,2,22,Hombre,16.2,6.4,58,Bicicleta,4,3,1,5.6,A veces,3,IA y ML,Presencial,3.11,2026-08-12
E0680,Administración,7,24,Mujer,18.5,5.1,22,Bicicleta,3,4,1,7.5,Frecuentemente,3,Visualización,Híbrida,3.59,2026-08-13
E0681,Diseño,5,22,Mujer,21.1,7.5,78,Caminando,3,5,1,12.0,A veces,2,Ciencia social computacional,Presencial,4.26,2026-08-01
E0682,Ingeniería de Sistemas,9,26,Mujer,8.3,6.9,92,TransMilenio,4,4,5,8.9,Todos los días,2,Visualización,Presencial,3.56,2026-08-17
E0683,Economía,1,16,Prefiere no responder,12.9,5.6,102,TransMilenio,4,3,5,11.4,A veces,2,No estoy seguro,Presencial,3.93,2026-08-08
E0684,Administración,1,18,Hombre,11.9,8.4,48,Carro,4,5,3,11.8,Frecuentemente,4,IA y ML,Presencial,3.45,2026-08-02
E0685,Ingeniería de Sistemas,1,20,Mujer,14.3,7.0,14,Caminando,4,3,3,11.6,Todos los días,4,IA y ML,Presencial,3.53,2026-08-20
E0686,Ingeniería de Sistemas,4,19,Prefiere no responder,3.8,7.1,82,Carro,3,4,0,5.0,Todos los días,4,Ingeniería de datos,Presencial,3.67,2026-08-01
E0687,Psicología,7,23,Hombre,20.0,6.4,79,TransMilenio,5,4,7,9.6,Todos los días,1,IA y ML,Híbrida,3.41,2026-08-04
E0688,Psicología,2,16,Mujer,8.2,5.8,76,TransMilenio,4,4,1,13.1,Todos los días,2,Analítica de negocio,Presencial,3.26,2026-08-21
E0689,Economía,2,22,Hombre,21.6,7.1,62,Bus,4,5,7,7.8,A veces,3,IA y ML,Híbrida,3.02,2026-08-06
E0690,Ciencia de Datos,2,19,Mujer,11.8,5.9,99,Caminando,4,3,5,4.2,Todos los días,4,Ciencia social computacional,Presencial,3.5,2026-08-02
E0691,Psicología,6,20,Mujer,30.4,6.0,85,Carro,5,4,3,8.6,Frecuentemente,3,Analítica de negocio,Presencial,3.28,2026-08-15
E0692,Psicología,1,19,Mujer,11.3,8.4,107,Bus,4,4,7,12.2,Frecuentemente,3,Ciencia social computacional,Presencial,3.13,2026-08-17
E0693,Ciencia de Datos,1,16,Hombre,11.1,5.9,54,TransMilenio,3,5,5,7.0,A veces,5,Analítica de negocio,Presencial,3.11,2026-08-16
E0694,Economía,4,19,Hombre,32.5,7.1,9,Carro,5,4,2,12.8,Todos los días,1,Ingeniería de datos,Presencial,3.61,2026-08-02
E0695,Psicología,2,21,Hombre,17.9,5.7,21,Caminando,5,2,2,10.5,Frecuentemente,3,IA y ML,Presencial,3.14,2026-08-16
E0696,Ingeniería Industrial,7,22,Hombre,18.9,7.2,93,Moto,5,4,4,0.8,Todos los días,4,Analítica de negocio,Híbrida,3.45,2026-08-02
